,id,seq,unlabeled,car,road,parking,sidewalk,building,fence,vegetation,trunk,pole,traffic-sign,moving-motorcyclist,outlier,other-vehicle,other-object,motorcyclist,moving-car,lane-marking,bicycle,terrain,other-structure,motorcycle,person,moving-person,moving-bicyclist,other-ground,truck,moving-other-vehicle,moving-bus,moving-truck,rider
22709,10_000709,10,846.0,,7242,,3319.0,529.0,3000.0,3549.0,486.0,243.0,73.0,,,,616.0,,,,,659.0,92.0,,,,,28.0,,,,,
22710,10_000710,10,919.0,,7116,,3403.0,440.0,2971.0,3436.0,504.0,280.0,75.0,,,,640.0,,,,,736.0,101.0,,,,,28.0,,,,,
22711,10_000711,10,917.0,,7005,,3534.0,398.0,3127.0,3151.0,449.0,306.0,48.0,,,,668.0,,,,,763.0,126.0,,,,,39.0,,,,,
22712,10_000712,10,789.0,,6993,,3877.0,287.0,3164.0,2983.0,507.0,301.0,35.0,,,,546.0,,7.0,,,810.0,131.0,,,,,58.0,,,,,
22713,10_000713,10,669.0,,7155,,4194.0,117.0,3386.0,2836.0,519.0,49.0,13.0,,,,497.0,,10.0,,,789.0,119.0,,,,,19.0,,,,,
22714,10_000714,10,558.0,,7202,,4349.0,49.0,3560.0,2791.0,539.0,61.0,8.0,,,,433.0,,9.0,,,864.0,63.0,,,,,33.0,,,,,
22715,10_000715,10,512.0,,7036,,4355.0,,3730.0,2945.0,379.0,73.0,10.0,,,,450.0,,14.0,,,936.0,11.0,,,,,36.0,,,,,
22716,10_000716,10,524.0,,6936,,4464.0,,3560.0,2959.0,411.0,83.0,14.0,,,,332.0,,12.0,,,1062.0,,,,,,38.0,,,,,
22717,10_000717,10,490.0,,6868,,4703.0,5.0,3340.0,3107.0,430.0,89.0,18.0,,,,97.0,,34.0,,,1257.0,,,,,,8.0,,,,,
22718,10_000718,10,394.0,,7021,,4782.0,3.0,3042.0,3080.0,439.0,99.0,10.0,,,,53.0,,35.0,,,1478.0,,,,,,3.0,,,,,
22719,10_000719,10,294.0,,7160,,4819.0,4.0,2963.0,3093.0,272.0,93.0,2.0,,,,61.0,,44.0,,,1710.0,,,,,,,,,,,
22720,10_000720,10,263.0,,7058,,4633.0,4.0,2623.0,3219.0,292.0,100.0,7.0,,,,63.0,,54.0,,,2169.0,43.0,,,,,,,,,,
22721,10_000721,10,305.0,,6883,,4472.0,9.0,2212.0,3425.0,321.0,90.0,12.0,,,,64.0,,81.0,,,2596.0,65.0,,,,,,,,,,
22722,10_000722,10,325.0,,6783,,4178.0,16.0,1462.0,3692.0,279.0,106.0,17.0,,,,68.0,,78.0,,,3385.0,83.0,,,,,,,,,,
22723,10_000723,10,326.0,,6687,,3973.0,40.0,1495.0,3751.0,296.0,139.0,15.0,,,,80.0,,108.0,,,3496.0,107.0,,,,,,,,,,
22724,10_000724,10,343.0,,6512,,3826.0,46.0,1572.0,3808.0,258.0,128.0,22.0,,,,92.0,,156.0,,,3513.0,124.0,,,,,,,,,,
22725,10_000725,10,367.0,,6505,,3670.0,73.0,1478.0,3945.0,178.0,134.0,17.0,,,,105.0,,180.0,,,3534.0,133.0,,,,,,,,,,
22726,10_000726,10,354.0,,6348,,3512.0,87.0,1511.0,4038.0,79.0,129.0,17.0,,,,126.0,,255.0,,,3553.0,166.0,,,,,,,,,,
22727,10_000727,10,330.0,,6056,,3355.0,127.0,1561.0,4245.0,21.0,40.0,,,,,135.0,,318.0,,,3605.0,210.0,,,,,,,,,,
22728,10_000728,10,356.0,,5710,,3214.0,163.0,1515.0,4243.0,25.0,46.0,,,,,164.0,,514.0,,,3636.0,259.0,,,,,,,,,,
22729,10_000729,10,306.0,56.0,5572,,3094.0,160.0,1476.0,4050.0,30.0,54.0,,,,,203.0,,541.0,,,3653.0,275.0,,,,,,,,,,
22730,10_000730,10,292.0,62.0,5310,,2987.0,161.0,1249.0,3914.0,36.0,53.0,,,2.0,,234.0,,686.0,,,3663.0,302.0,,,,,,,,,,
22731,10_000731,10,276.0,57.0,5223,,2797.0,183.0,1101.0,3726.0,43.0,63.0,,,1.0,,275.0,,693.0,,,3623.0,341.0,,,,,,,,,,
22732,10_000732,10,273.0,67.0,5600,,3289.0,243.0,1137.0,3584.0,47.0,81.0,,,,,337.0,,492.0,,,3590.0,404.0,,,,,,,,,,
22733,10_000733,10,295.0,67.0,5862,,4024.0,251.0,1581.0,3639.0,49.0,97.0,,,,,410.0,,,,,3577.0,452.0,,,,,,,,,,
22734,10_000734,10,267.0,82.0,5991,,4215.0,222.0,1443.0,3423.0,46.0,106.0,4.0,,,,495.0,,,,,3531.0,485.0,,,,,,,,,,
22735,10_000735,10,259.0,73.0,6096,,4382.0,204.0,1452.0,3163.0,52.0,119.0,4.0,,,,598.0,,,,,3427.0,567.0,,,,,,,,,,
22736,10_000736,10,290.0,94.0,5956,,4487.0,218.0,1410.0,3041.0,58.0,34.0,5.0,,,,11.0,,,,,3993.0,727.0,,,,,,,,,,
22737,10_000737,10,295.0,84.0,5864,,4637.0,252.0,1457.0,2812.0,69.0,33.0,4.0,,,,4.0,,,,,3971.0,904.0,,,,,,,,,,
22738,10_000738,10,331.0,96.0,5875,,4846.0,284.0,1427.0,2637.0,78.0,29.0,4.0,,,,3.0,,,,,3807.0,1013.0,,,,,,,,,,
22739,10_000739,10,349.0,99.0,5915,,5124.0,309.0,1423.0,2481.0,77.0,34.0,4.0,,,,3.0,,,,,3614.0,1011.0,,,,,,,,,,
22740,10_000740,10,367.0,104.0,5879,,5254.0,356.0,1409.0,2579.0,92.0,35.0,4.0,,1.0,,9.0,,,,,3430.0,948.0,,,,,,,,,,
22741,10_000741,10,414.0,116.0,5742,,4944.0,432.0,1632.0,2854.0,108.0,39.0,6.0,,,,16.0,,,,,3221.0,929.0,,,,,,,,,,
22742,10_000742,10,495.0,119.0,5656,,4561.0,485.0,1833.0,3246.0,123.0,45.0,4.0,,,,13.0,,,,,3003.0,859.0,,,,,,,,,,
22743,10_000743,10,521.0,135.0,5669,,4192.0,518.0,2016.0,3685.0,138.0,38.0,4.0,,,,22.0,,,,,2789.0,695.0,,,,,,,,,,
22744,10_000744,10,524.0,151.0,5841,,3994.0,501.0,2187.0,3908.0,159.0,45.0,5.0,,,,18.0,,,,,2560.0,554.0,,,,,,,,,,
22745,10_000745,10,496.0,166.0,6074,,4046.0,502.0,2253.0,3975.0,171.0,46.0,5.0,,,,29.0,,,,,2276.0,421.0,,,,,,,,,,
22746,10_000746,10,508.0,163.0,6068,,4017.0,630.0,2333.0,4141.0,190.0,49.0,5.0,,,,37.0,,,,,1968.0,330.0,,,,,,,,,,
22747,10_000747,10,556.0,193.0,5891,,3933.0,796.0,2438.0,4457.0,173.0,47.0,7.0,,,,48.0,,,,,1699.0,179.0,,,,,,,,,,
22748,10_000748,10,591.0,214.0,5783,1.0,3869.0,937.0,2642.0,4681.0,50.0,55.0,3.0,,,,50.0,,,,,1377.0,168.0,,,,,,,,,,
22749,10_000749,10,591.0,236.0,5785,2.0,3877.0,1013.0,2619.0,4900.0,54.0,54.0,4.0,,,,68.0,,,,,1103.0,103.0,,,,,,,,,,
22750,10_000750,10,576.0,257.0,5801,15.0,3844.0,1219.0,2804.0,4766.0,52.0,61.0,8.0,,,,70.0,,,,,823.0,80.0,,,,,,,,,,
22751,10_000751,10,565.0,291.0,5791,16.0,3811.0,1472.0,2879.0,4747.0,62.0,68.0,11.0,,,,77.0,,,,,548.0,22.0,,,,,,,,,,
22752,10_000752,10,519.0,336.0,5769,14.0,3780.0,1853.0,2810.0,4698.0,73.0,74.0,11.0,,1.0,,86.0,,,,,283.0,31.0,,,,,,,,,,
22753,10_000753,10,487.0,385.0,5837,16.0,3798.0,2020.0,2846.0,4478.0,71.0,79.0,41.0,,,,108.0,,,,,89.0,43.0,,,,,,,,,,
22754,10_000754,10,442.0,420.0,5823,17.0,3845.0,1993.0,2769.0,4538.0,97.0,90.0,63.0,,,,126.0,,,,,15.0,49.0,,,,,,,,,,
22755,10_000755,10,419.0,488.0,5777,31.0,3844.0,1932.0,2703.0,4599.0,105.0,100.0,58.0,,,,155.0,,,,,12.0,67.0,,,,,,,,,,
22756,10_000756,10,414.0,588.0,5716,35.0,3818.0,1724.0,2660.0,4698.0,122.0,116.0,64.0,,1.0,,203.0,,,,,14.0,88.0,,,,,,,,,,
22757,10_000757,10,408.0,702.0,5734,36.0,3832.0,1498.0,2659.0,4666.0,131.0,128.0,67.0,,,,252.0,,,,,16.0,117.0,,,,,,,,,,
22758,10_000758,10,423.0,837.0,5718,47.0,3808.0,1196.0,2649.0,4695.0,153.0,168.0,70.0,,,,295.0,,,,,19.0,145.0,,,,,,,,,,
22759,10_000759,10,428.0,1025.0,5753,53.0,3797.0,840.0,2700.0,4653.0,168.0,191.0,57.0,,,,348.0,,,,,21.0,167.0,,,,,,,,,,
22760,10_000760,10,387.0,1267.0,5781,72.0,3749.0,747.0,2679.0,4584.0,197.0,229.0,42.0,,,,430.0,,,,,13.0,1.0,,,,,,,,,,
22761,10_000761,10,384.0,1570.0,5793,77.0,3641.0,857.0,2731.0,4041.0,226.0,208.0,44.0,,,,526.0,,,,,8.0,,,,,,,,,,,
22762,10_000762,10,399.0,1921.0,5776,92.0,3538.0,1052.0,2795.0,3410.0,280.0,68.0,50.0,,,,611.0,,,,,6.0,,,,,,,,,,,
22763,10_000763,10,404.0,2438.0,5748,103.0,3374.0,1360.0,2712.0,2532.0,338.0,71.0,49.0,,,,722.0,,,,,7.0,,,,,,,,,,,
22764,10_000764,10,420.0,3069.0,5715,123.0,3066.0,1221.0,2617.0,2147.0,400.0,91.0,51.0,,,,775.0,,,,,9.0,,,,,,,,,,,
22765,10_000765,10,342.0,4068.0,5595,138.0,2508.0,850.0,2720.0,2205.0,18.0,104.0,56.0,,,,711.0,,,,,22.0,,,,,,,,,,,
22766,10_000766,10,344.0,4227.0,5658,169.0,2454.0,688.0,2770.0,2033.0,20.0,123.0,58.0,,,,521.0,,,,,18.0,,,,,,,,,,,
22767,10_000767,10,376.0,3762.0,5698,200.0,2715.0,993.0,2535.0,2190.0,21.0,73.0,63.0,,,,750.0,,,,,10.0,,,,,,,,,,,
22768,10_000768,10,367.0,2278.0,5796,228.0,3166.0,1743.0,2078.0,2400.0,22.0,74.0,62.0,,,,999.0,,,,,45.0,,,,,,,,,,,
22769,10_000769,10,379.0,731.0,5796,260.0,3902.0,2643.0,2231.0,2947.0,45.0,74.0,62.0,,,,675.0,,,,,122.0,,,,,,,,,,,
22770,10_000770,10,380.0,251.0,5822,306.0,4616.0,2730.0,2162.0,2974.0,48.0,15.0,53.0,,,,785.0,,,,,141.0,,,,,,,,,,,
22771,10_000771,10,401.0,271.0,5781,364.0,4490.0,2762.0,2113.0,2817.0,50.0,13.0,58.0,,,,1023.0,,,,,119.0,,,,11.0,,,,,,,
22772,10_000772,10,425.0,328.0,5746,435.0,4827.0,2757.0,2186.0,2761.0,54.0,12.0,60.0,,,,576.0,,,,,81.0,,,,13.0,,,,,,,
22773,10_000773,10,438.0,393.0,5715,527.0,4925.0,2618.0,2351.0,2788.0,61.0,16.0,65.0,,,,223.0,,,,,52.0,,,,15.0,,,,,,,
22774,10_000774,10,469.0,433.0,5713,663.0,4784.0,2310.0,2503.0,2885.0,70.0,31.0,54.0,,,,191.0,,,,,54.0,1.0,,,14.0,,,,,,,
22775,10_000775,10,502.0,556.0,5730,813.0,4593.0,2061.0,2443.0,2997.0,75.0,38.0,52.0,,3.0,,223.0,,,,,60.0,,,,17.0,,,,,,,
22776,10_000776,10,500.0,671.0,5742,964.0,4359.0,1911.0,2382.0,3065.0,83.0,44.0,57.0,,5.0,,269.0,,,,,83.0,,,,18.0,,,,,,,
22777,10_000777,10,475.0,860.0,5701,1179.0,3804.0,1695.0,2512.0,3243.0,105.0,54.0,54.0,,4.0,,292.0,,,,,92.0,,,,21.0,,,,,,,
22778,10_000778,10,427.0,962.0,5683,1524.0,3226.0,1579.0,2657.0,3532.0,123.0,56.0,39.0,,1.0,,,,,,,116.0,,,,25.0,,,,,,,
22779,10_000779,10,456.0,1071.0,5745,1642.0,2705.0,1207.0,2742.0,3734.0,133.0,68.0,51.0,,3.0,,,,,,,147.0,,,,25.0,,,,,,,
22780,10_000780,10,485.0,1135.0,5724,1672.0,2241.0,771.0,2868.0,3945.0,153.0,75.0,54.0,,8.0,,,,,,,176.0,,,,23.0,,,,,,,
22781,10_000781,10,517.0,1203.0,5742,1746.0,1774.0,158.0,3095.0,4180.0,173.0,90.0,64.0,,,,,,,,,201.0,,,,26.0,,,,,,,
22782,10_000782,10,534.0,718.0,5841,1857.0,1766.0,,3337.0,4387.0,199.0,119.0,82.0,,1.0,,,,,,,254.0,,,,27.0,,,,,,,
22783,10_000783,10,527.0,403.0,5953,1964.0,1819.0,,3898.0,4567.0,235.0,142.0,92.0,,,,,,,,,230.0,,,,27.0,,,,,,,
22784,10_000784,10,560.0,72.0,5949,2116.0,1813.0,,4009.0,4882.0,312.0,175.0,107.0,,,,5.0,,,,,231.0,,,,26.0,,,,,,,
22785,10_000785,10,609.0,,5881,2287.0,1937.0,,3933.0,4725.0,403.0,223.0,144.0,,,,2.0,,,,,154.0,,,,31.0,,,,,,,
22786,10_000786,10,626.0,,5872,2650.0,2145.0,,3610.0,4459.0,523.0,114.0,164.0,,,,8.0,,,,,127.0,,,,37.0,,,,,,,
22787,10_000787,10,575.0,,5853,2888.0,2611.0,3.0,3582.0,4166.0,90.0,150.0,191.0,,,,14.0,,,,,182.0,,,,43.0,,,,,,,
22788,10_000788,10,528.0,,5890,2862.0,2789.0,7.0,2981.0,4620.0,115.0,172.0,154.0,,,,11.0,,,,,187.0,,,,45.0,,,,,,,
22789,10_000789,10,491.0,,5850,2779.0,2719.0,36.0,2484.0,5287.0,137.0,202.0,58.0,,,,6.0,,,,,232.0,,,,64.0,,,,,,,
22790,10_000790,10,564.0,,5730,2643.0,2607.0,69.0,2673.0,5325.0,165.0,49.0,68.0,,,,16.0,,,,,307.0,,,,67.0,,,,,,,
22791,10_000791,10,574.0,,5683,2554.0,2465.0,102.0,2736.0,5626.0,181.0,8.0,27.0,,,,7.0,,,,,305.0,,,,82.0,,,,,,,
22792,10_000792,10,556.0,,5664,2425.0,2332.0,143.0,3038.0,5428.0,204.0,7.0,28.0,,,,12.0,,,,,385.0,,,,95.0,,,,,,,
22793,10_000793,10,577.0,,5715,2345.0,2147.0,176.0,2889.0,5657.0,237.0,7.0,35.0,,,,11.0,,,,,451.0,,,,129.0,,,,,,,
22794,10_000794,10,562.0,,5737,2091.0,1914.0,217.0,3186.0,5605.0,268.0,8.0,33.0,,,,28.0,,,,,570.0,,,,150.0,,,,,,,
22795,10_000795,10,472.0,,5774,2115.0,1823.0,278.0,3241.0,5666.0,308.0,7.0,31.0,,,,42.0,,,,,462.0,,,,155.0,,,,,,,
22796,10_000796,10,465.0,,5797,2295.0,2215.0,325.0,2776.0,5267.0,384.0,7.0,41.0,,,,65.0,,,,,553.0,,,,180.0,,,,,,,
22797,10_000797,10,501.0,,5728,2649.0,2778.0,384.0,2631.0,4524.0,270.0,8.0,45.0,,,,97.0,,,,,481.0,,,,207.0,,,,,,,
22798,10_000798,10,492.0,,5670,2831.0,3207.0,453.0,2509.0,4145.0,191.0,9.0,49.0,,,,100.0,,,,,477.0,,,,236.0,,,,,,,
22799,10_000799,10,426.0,,5693,2778.0,3180.0,547.0,2290.0,4293.0,231.0,9.0,52.0,,,,128.0,,,,,433.0,,,,282.0,,,,,,,
22800,10_000800,10,477.0,,5632,2672.0,3199.0,643.0,2204.0,4578.0,262.0,10.0,55.0,,,,117.0,,,,,438.0,,,,,,,,,,,
22801,10_000801,10,475.0,,5679,2561.0,3240.0,797.0,1982.0,4628.0,298.0,12.0,57.0,,,,79.0,,,,,506.0,,,,,,,,,,,
22802,10_000802,10,465.0,,5727,2463.0,3184.0,950.0,1726.0,4806.0,348.0,13.0,47.0,,,,83.0,,,,,510.0,,,,,,,,,,,
22803,10_000803,10,500.0,,5780,2304.0,3210.0,1043.0,1436.0,5031.0,406.0,13.0,39.0,,,,98.0,,,,,524.0,,,,,,,,,,,
22804,10_000804,10,501.0,,5784,2040.0,3224.0,1151.0,1316.0,5136.0,503.0,16.0,25.0,,,,95.0,,,,,593.0,,,,,,,,,,,
22805,10_000805,10,518.0,,5705,1751.0,3102.0,1458.0,1333.0,5265.0,675.0,18.0,26.0,,,,155.0,,,,,383.0,,,,,,,,,,,
22806,10_000806,10,607.0,,5564,1828.0,3445.0,1897.0,1259.0,4492.0,907.0,18.0,33.0,,,,173.0,,,,,163.0,,,,,,,,,,,
22807,10_000807,10,659.0,,5551,2034.0,3798.0,2102.0,1186.0,3565.0,876.0,18.0,36.0,,,,195.0,,,,,125.0,,,,,,,,,,,
22808,10_000808,10,643.0,,5629,2109.0,4965.0,2565.0,1166.0,2715.0,198.0,26.0,31.0,,,,243.0,,,,,167.0,,,,,,,,,,,
22809,10_000809,10,680.0,,5651,1873.0,5071.0,2639.0,1197.0,2622.0,239.0,27.0,18.0,,,,295.0,,,,,166.0,,,,,,,,,,,
22810,10_000810,10,619.0,,5657,1403.0,5097.0,2695.0,1365.0,2785.0,273.0,37.0,22.0,,,,312.0,,,,,209.0,,,,,,,,,,,
22811,10_000811,10,672.0,,5648,1230.0,4842.0,2727.0,1513.0,2895.0,325.0,43.0,27.0,,,,350.0,,,,,208.0,,,,,,,,,,,
22812,10_000812,10,663.0,1.0,5705,1254.0,4500.0,2667.0,1582.0,3004.0,368.0,59.0,26.0,,,,377.0,,,,,233.0,,,,,,,,,,,
22813,10_000813,10,667.0,3.0,5802,1248.0,4096.0,2577.0,1601.0,3243.0,416.0,81.0,46.0,,,,462.0,,,,,268.0,,,,,,,,,,,
22814,10_000814,10,704.0,9.0,5737,1263.0,3536.0,2465.0,1571.0,3627.0,496.0,108.0,61.0,,,,569.0,,,,,338.0,,,,,,,,,,,
22815,10_000815,10,737.0,5.0,5706,1370.0,2739.0,2367.0,1621.0,4019.0,603.0,140.0,52.0,,,,692.0,,,,,389.0,,,,,,,,,,,
22816,10_000816,10,769.0,,5695,1545.0,2663.0,2091.0,1555.0,4554.0,775.0,181.0,55.0,,,,241.0,,,,,315.0,,,,,,,,,,,
22817,10_000817,10,770.0,5.0,5759,1835.0,3088.0,2054.0,1601.0,4224.0,753.0,16.0,43.0,,,,67.0,,,,,266.0,,,,,,,,,,,
22818,10_000818,10,811.0,2.0,5687,2271.0,3450.0,1684.0,1688.0,3420.0,1057.0,19.0,53.0,,,,87.0,,,,,198.0,,,,,,,,,,,
22819,10_000819,10,919.0,6.0,5522,2415.0,4357.0,2110.0,1739.0,2585.0,278.0,21.0,71.0,,,,97.0,,,,,261.0,,,,,,,,,,,
22820,10_000820,10,975.0,12.0,5542,2256.0,4539.0,1941.0,1763.0,2455.0,323.0,24.0,65.0,,,,112.0,,,,,343.0,,,,,,,,,,,
22821,10_000821,10,962.0,15.0,5627,2056.0,4596.0,2022.0,1649.0,2547.0,372.0,19.0,42.0,,,,59.0,,,,,406.0,,,,,,,,,,,
22822,10_000822,10,948.0,17.0,5703,1952.0,4624.0,1993.0,1565.0,2650.0,416.0,27.0,49.0,,,,65.0,,,,,394.0,,,,,,,,,,,
22823,10_000823,10,820.0,22.0,5821,1719.0,4403.0,1659.0,1855.0,2939.0,480.0,27.0,56.0,,,,84.0,,,,,537.0,,,,,,,,,,,
22824,10_000824,10,611.0,26.0,5869,1689.0,4444.0,1513.0,2026.0,3300.0,356.0,24.0,55.0,,,,90.0,,,,,447.0,,,,,,,,,,,
22825,10_000825,10,595.0,26.0,5853,1491.0,4315.0,1702.0,1950.0,3418.0,405.0,24.0,61.0,,,,118.0,,,,,512.0,,,,,,,,,,,
22826,10_000826,10,594.0,19.0,5845,1283.0,4020.0,1921.0,1867.0,3481.0,497.0,22.0,22.0,,,,142.0,,,,,699.0,,,,,,,,,,,
22827,10_000827,10,552.0,31.0,5907,1128.0,3794.0,2172.0,1696.0,3592.0,569.0,25.0,30.0,,,,84.0,,,,,798.0,,,,,,,,,,,
22828,10_000828,10,558.0,33.0,5944,1367.0,3398.0,2564.0,1468.0,3589.0,692.0,25.0,30.0,,,,170.0,,,,,531.0,,,,,,,,,,,
22829,10_000829,10,532.0,47.0,5997,1670.0,3201.0,2345.0,1532.0,3373.0,922.0,25.0,29.0,,,,220.0,,,,,535.0,,,,,,,,,,,
22830,10_000830,10,526.0,48.0,6067,1654.0,3143.0,2369.0,1604.0,3851.0,305.0,29.0,29.0,,,,244.0,,,,,605.0,,,,,,,,,,,
22831,10_000831,10,515.0,37.0,6251,1602.0,2881.0,1876.0,1800.0,4229.0,220.0,30.0,18.0,,,,299.0,,,,,762.0,,,,,,,,,,,
22832,10_000832,10,487.0,30.0,6461,1538.0,2671.0,1213.0,2025.0,4562.0,232.0,31.0,14.0,,,,372.0,,,,,942.0,,,,,,,,,,,
22833,10_000833,10,429.0,13.0,6492,1403.0,2580.0,1040.0,2093.0,4661.0,271.0,33.0,15.0,,,,400.0,,,,,1086.0,,,,,,,,,,,
22834,10_000834,10,419.0,18.0,6324,1213.0,2494.0,1016.0,2392.0,4954.0,335.0,56.0,19.0,,,,81.0,,,,,1174.0,,,,,,,,,,,
22835,10_000835,10,439.0,11.0,6371,1077.0,2403.0,1002.0,2383.0,5162.0,413.0,67.0,20.0,,,,85.0,,,,,1070.0,,,,,,,,,,,
22836,10_000836,10,458.0,12.0,6528,885.0,2348.0,944.0,2312.0,5234.0,495.0,81.0,18.0,,,,91.0,,,,,1125.0,,,,,,,,,,,
22837,10_000837,10,407.0,31.0,6809,651.0,2221.0,871.0,2251.0,5343.0,572.0,90.0,8.0,,,,107.0,,,,,1119.0,,,,,,,,,,,
22838,10_000838,10,449.0,33.0,6998,321.0,1973.0,909.0,2096.0,5766.0,613.0,100.0,4.0,,,,127.0,,,,,1127.0,,,,,,,,,,,
22839,10_000839,10,481.0,34.0,7264,220.0,1795.0,913.0,1918.0,6237.0,727.0,101.0,4.0,,,,146.0,,,,,751.0,,,,,,,,,,,
22840,10_000840,10,479.0,37.0,7585,153.0,1882.0,763.0,1679.0,6184.0,915.0,119.0,5.0,,,,200.0,,,,,593.0,,,,,,,,,,,
22841,10_000841,10,474.0,43.0,7964,103.0,2029.0,926.0,1524.0,5590.0,1040.0,137.0,5.0,,,,298.0,,,,,519.0,,,,,,,,,,,
22842,10_000842,10,463.0,44.0,8283,25.0,2232.0,1041.0,1344.0,4940.0,1176.0,118.0,1.0,,,,445.0,,,,,492.0,,,,,,,,,,,
22843,10_000843,10,503.0,53.0,8668,32.0,2671.0,1145.0,1517.0,4609.0,269.0,148.0,7.0,,,,561.0,,,,,482.0,,,,,,,,,,,
22844,10_000844,10,479.0,48.0,8896,40.0,2780.0,1367.0,1499.0,4292.0,175.0,166.0,5.0,,,,360.0,,,,,479.0,,,,,,,,,,,
22845,10_000845,10,431.0,56.0,9178,40.0,2689.0,1525.0,1472.0,4308.0,193.0,193.0,6.0,,,,61.0,,,,,483.0,,,,,,,,,,,
22846,10_000846,10,430.0,66.0,9478,42.0,2223.0,1565.0,1544.0,4312.0,209.0,215.0,11.0,,,,68.0,,,,,510.0,,,,,,,,,,,
22847,10_000847,10,442.0,87.0,9785,47.0,1837.0,1571.0,1512.0,4400.0,162.0,252.0,13.0,,,,65.0,,,,,499.0,,,,,,,,,,,
22848,10_000848,10,447.0,92.0,10020,42.0,1481.0,1639.0,1481.0,4436.0,162.0,282.0,11.0,,,,80.0,,,,,511.0,,,,,,,,,,,
22849,10_000849,10,438.0,88.0,10210,47.0,1324.0,1709.0,1435.0,4381.0,134.0,56.0,11.0,,,,72.0,,,,,505.0,,,,,,,,,,,
22850,10_000850,10,438.0,96.0,10492,47.0,1173.0,1812.0,1431.0,4399.0,111.0,59.0,17.0,,,,91.0,,,,,496.0,,,,,,,,,,,
22851,10_000851,10,427.0,116.0,10526,60.0,1143.0,1965.0,1380.0,4266.0,122.0,60.0,16.0,,,,92.0,,,,,479.0,,,,,,,,,,,
22852,10_000852,10,424.0,121.0,10488,54.0,1132.0,2090.0,1372.0,4092.0,134.0,59.0,20.0,,,,115.0,,,,,458.0,,,,,,,,,,,
22853,10_000853,10,435.0,129.0,10457,62.0,1201.0,2217.0,1327.0,3983.0,135.0,65.0,23.0,,,,112.0,,,,,424.0,,,,,,,,,,,
22854,10_000854,10,417.0,133.0,10505,70.0,1310.0,2358.0,1447.0,3559.0,136.0,63.0,24.0,,,,133.0,,,,,386.0,,,,,,,,,,,
22855,10_000855,10,443.0,142.0,10513,73.0,1522.0,2470.0,1575.0,3143.0,145.0,69.0,23.0,,,,143.0,,,,,327.0,,,,,,,,,,,
22856,10_000856,10,411.0,161.0,10516,83.0,1693.0,2609.0,1627.0,2860.0,147.0,73.0,16.0,,,,141.0,,,,,268.0,,,,,,,,,,,
22857,10_000857,10,394.0,154.0,10334,67.0,1974.0,2756.0,1739.0,2580.0,145.0,78.0,7.0,,,,146.0,,,,,201.0,,,,,,,,,,,
22858,10_000858,10,386.0,171.0,9865,71.0,2202.0,3108.0,1908.0,2341.0,147.0,93.0,6.0,,,,151.0,,,,,165.0,,,,,,,,,,,
22859,10_000859,10,387.0,156.0,8948,60.0,2567.0,3589.0,2033.0,2283.0,101.0,82.0,8.0,,,,177.0,,,,,183.0,,,,,,,,,,,
22860,10_000860,10,297.0,103.0,8173,40.0,2758.0,4073.0,2140.0,2391.0,88.0,119.0,10.0,,,,194.0,,,,,265.0,,,,,,,,,,,
22861,10_000861,10,173.0,89.0,7116,41.0,2995.0,4636.0,2246.0,2536.0,87.0,131.0,11.0,,,,198.0,,,,,449.0,,,,,,,,,,,
22862,10_000862,10,174.0,85.0,6201,24.0,3191.0,4983.0,2444.0,2768.0,93.0,144.0,17.0,,,,208.0,,,,,600.0,,,,,,,,,,,
22863,10_000863,10,137.0,,5817,,3259.0,5245.0,2719.0,2917.0,,103.0,6.0,,,,112.0,,,,,703.0,,,,,,,,,,,
22864,10_000864,10,,,5684,,2961.0,5509.0,2843.0,2950.0,,94.0,8.0,,,,189.0,,,,,741.0,,,,,,,,,,,
22865,10_000865,10,,,5668,,2874.0,5830.0,2769.0,2764.0,,118.0,7.0,,,,222.0,,,,,716.0,,,,,,,,,,,
22866,10_000866,10,,,5665,,3071.0,6128.0,2500.0,2470.0,,127.0,5.0,,,,238.0,,,,,717.0,,,,,,,,,,,
22867,10_000867,10,,,5765,,3131.0,6335.0,2305.0,2224.0,,136.0,5.0,,,,249.0,,,,,761.0,,,,,,,,,,,
22868,10_000868,10,,,5728,,3179.0,6693.0,2010.0,2173.0,,63.0,,,,,272.0,,,,,814.0,,,,,,,,,,,
22869,10_000869,10,,,5540,,3053.0,6411.0,2118.0,2483.0,,70.0,,,,,354.0,,,,,864.0,,,,,,,,,,,
22870,10_000870,10,,,5423,,2918.0,6186.0,2233.0,2750.0,,81.0,,,,,379.0,,,,,933.0,,,,,,,,,,,
22871,10_000871,10,,,5460,,2705.0,5728.0,2388.0,3065.0,,87.0,,,,,412.0,,,,,1013.0,,,,,,,,,,,
22872,10_000872,10,,,5718,,2610.0,5125.0,2437.0,3383.0,,91.0,,,,,427.0,,,,,1099.0,,,,,,,,,,,
22873,10_000873,10,,,6022,,2563.0,4441.0,2242.0,3869.0,,89.0,,,,,472.0,,,,,1203.0,,,,,,,,,,,
22874,10_000874,10,5.0,,6126,,2557.0,4562.0,2055.0,3620.0,,115.0,,,,,496.0,,,,,1309.0,,,,,,,,,,,
22875,10_000875,10,141.0,,6228,,2499.0,5032.0,1941.0,3024.0,,118.0,,,,,442.0,,,,,1414.0,,,,,,,,,,,
